,state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
2100,West Bengal,Burdwan,Asansol,Onion,Nasik,04/03/2019,1000,1060,1020
2101,West Bengal,Burdwan,Asansol,Peas(Dry),Other,04/03/2019,4800,5000,4900
2102,West Bengal,Burdwan,Asansol,Peas(Dry),Peas(Dry),04/03/2019,4500,4700,4600
2103,West Bengal,Burdwan,Asansol,Potato,Jyoti,04/03/2019,540,580,560
2104,West Bengal,Burdwan,Asansol,Rice,Fine,04/03/2019,3000,3100,3000
2105,West Bengal,Burdwan,Asansol,Sweet Pumpkin,Other,04/03/2019,880,940,910
2106,West Bengal,Burdwan,Asansol,Tomato,Hybrid,04/03/2019,520,600,560
2107,West Bengal,Burdwan,Asansol,Wheat,Kalyan,04/03/2019,1960,2040,2000
2108,West Bengal,Burdwan,Burdwan,Cucumbar(Kheera),Cucumbar,04/03/2019,3900,4100,4000
2109,West Bengal,Burdwan,Burdwan,Green Chilli,Green Chilly,04/03/2019,6900,7100,7000
2110,West Bengal,Burdwan,Burdwan,Gur(Jaggery),Other,04/03/2019,3050,3150,3100
2111,West Bengal,Burdwan,Burdwan,Mustard,Sarson(Black),04/03/2019,4250,4350,4300
2112,West Bengal,Burdwan,Burdwan,Onion,Nasik,04/03/2019,950,1050,1000
2113,West Bengal,Burdwan,Burdwan,Paddy(Dhan)(Common),Common,04/03/2019,1750,1770,1750
2114,West Bengal,Burdwan,Burdwan,Potato,Jyoti,04/03/2019,580,620,600
2115,West Bengal,Burdwan,Burdwan,Rice,Common,04/03/2019,2250,2350,2300
2116,West Bengal,Burdwan,Burdwan,Sweet Pumpkin,Sweet Pumpkin,04/03/2019,950,1050,1000
2117,West Bengal,Burdwan,Burdwan,Tomato,Other,04/03/2019,700,900,800
2118,West Bengal,Burdwan,Guskara(Burdwan),Brinjal,Other,04/03/2019,700,900,800
2119,West Bengal,Burdwan,Guskara(Burdwan),Mustard,Yellow (Black),04/03/2019,3750,3850,3800
2120,West Bengal,Burdwan,Guskara(Burdwan),Paddy(Dhan)(Common),Fine,04/03/2019,1750,1770,1750
2121,West Bengal,Burdwan,Guskara(Burdwan),Potato,Jyoti,04/03/2019,480,520,500
2122,West Bengal,Burdwan,Guskara(Burdwan),Rice,Fine,04/03/2019,2250,2350,2300
2123,West Bengal,Burdwan,Guskara(Burdwan),"Sesamum(Sesame,Gingelly,Til)",Other,04/03/2019,6950,7050,7000
2124,West Bengal,Burdwan,Kalna,Brinjal,Other,04/03/2019,800,900,900
2125,West Bengal,Burdwan,Kalna,Cucumbar(Kheera),Other,04/03/2019,3500,3600,3600
2126,West Bengal,Burdwan,Kalna,Green Chilli,Other,04/03/2019,3600,4000,3800
2127,West Bengal,Burdwan,Kalna,Jute,TD-5,04/03/2019,3900,4000,3900
2128,West Bengal,Burdwan,Kalna,Onion,Local,04/03/2019,1000,1100,1100
2129,West Bengal,Burdwan,Kalna,Paddy(Dhan)(Common),Ratna,04/03/2019,1770,1770,1770
2130,West Bengal,Burdwan,Kalna,Paddy(Dhan)(Common),Swarna Masuri (New),04/03/2019,1750,1770,1750
2131,West Bengal,Burdwan,Kalna,Potato,Jyoti,04/03/2019,510,520,510
2132,West Bengal,Burdwan,Kalna,Rice,Fine,04/03/2019,2970,3000,3000
2133,West Bengal,Burdwan,Kalna,Rice,Other,04/03/2019,2230,2250,2250
2134,West Bengal,Burdwan,Kalna,Sweet Pumpkin,Other,04/03/2019,1000,1100,1100
2135,West Bengal,Burdwan,Kalna,Tomato,Other,04/03/2019,1000,1100,1050
2136,West Bengal,Burdwan,Katwa,Ginger(Dry),Other,04/03/2019,7900,8100,8000
2137,West Bengal,Burdwan,Katwa,Jute,TD-5,04/03/2019,3800,4000,3900
2138,West Bengal,Burdwan,Katwa,Mustard,Yellow (Black),04/03/2019,3750,3850,3800
2139,West Bengal,Burdwan,Katwa,Mustard Oil,Other,04/03/2019,9025,10025,9925
2140,West Bengal,Burdwan,Katwa,Onion,Other,04/03/2019,950,1050,1000
2141,West Bengal,Burdwan,Katwa,Paddy(Dhan)(Common),Other,04/03/2019,1750,1770,1750
2142,West Bengal,Burdwan,Katwa,Potato,Jyoti,04/03/2019,480,520,500
2143,West Bengal,Burdwan,Katwa,Rice,Other,04/03/2019,2250,2350,2300
2144,West Bengal,Burdwan,Katwa,"Sesamum(Sesame,Gingelly,Til)",Other,04/03/2019,7050,7150,7100
2145,West Bengal,Burdwan,Memari,Bitter gourd,Bitter Gourd,04/03/2019,4800,5200,5000
2146,West Bengal,Burdwan,Memari,Brinjal,Arkasheela Mattigulla,04/03/2019,1000,1300,1200
2147,West Bengal,Burdwan,Memari,Cucumbar(Kheera),Cucumbar,04/03/2019,3000,3500,3200
2148,West Bengal,Hooghly,Pandua,Potato,Other,04/03/2019,460,490,480
2149,West Bengal,Hooghly,Pandua,Rice,Ratnachudi (718 5-749),04/03/2019,2800,2900,2850
2150,West Bengal,Jalpaiguri,Dhupguri,Bitter gourd,Bitter Gourd,04/03/2019,4850,5000,4900
2151,West Bengal,Jalpaiguri,Dhupguri,Brinjal,Other,04/03/2019,700,850,750
2152,West Bengal,Jalpaiguri,Dhupguri,Cabbage,Cabbage,04/03/2019,450,550,500
2153,West Bengal,Jalpaiguri,Dhupguri,Cauliflower,Other,04/03/2019,550,700,650
2154,West Bengal,Jalpaiguri,Dhupguri,Cucumbar(Kheera),Other,04/03/2019,3000,3400,3200
2155,West Bengal,Jalpaiguri,Dhupguri,Green Chilli,Green Chilly,04/03/2019,2500,2700,2600
2156,West Bengal,Jalpaiguri,Dhupguri,Potato,Jyoti,04/03/2019,475,575,525
2157,West Bengal,Jalpaiguri,Dhupguri,Sweet Pumpkin,Sweet Pumpkin,04/03/2019,1100,1300,1200
2158,West Bengal,Jalpaiguri,Dhupguri,Tomato,Other,04/03/2019,850,1000,900
2159,West Bengal,Malda,Samsi,Jute,TD-5,04/03/2019,3750,3850,3800
2160,West Bengal,Malda,Samsi,Mustard,Sarson(Black),04/03/2019,3950,4050,4000
2161,West Bengal,Malda,Samsi,Mustard,Yellow (Black),04/03/2019,4050,4150,4100
2162,West Bengal,Malda,Samsi,Onion,Onion,04/03/2019,700,800,750
2163,West Bengal,Malda,Samsi,Potato,Jyoti,04/03/2019,450,500,475
2164,West Bengal,Malda,Samsi,Rice,Fine,04/03/2019,3150,3250,3200
2165,West Bengal,Malda,Samsi,Rice,H.Y.V.,04/03/2019,2650,2750,2700
2166,West Bengal,Medinipur(W),Ghatal,Gur(Jaggery),Other,04/03/2019,2900,3000,2950
2167,West Bengal,Medinipur(W),Ghatal,Jute,TD-5,04/03/2019,4000,4200,4100
2168,West Bengal,Medinipur(W),Ghatal,Mustard,Yellow (Black),04/03/2019,4100,4300,4200
2169,West Bengal,Medinipur(W),Ghatal,Potato,Jyoti,04/03/2019,300,400,350
2170,West Bengal,Medinipur(W),Ghatal,Rice,Fine,04/03/2019,2500,2600,2550
2171,West Bengal,Medinipur(W),Ghatal,Rice,Masuri,04/03/2019,2350,2450,2400
2172,West Bengal,Medinipur(W),Ghatal,"Sesamum(Sesame,Gingelly,Til)",Red,04/03/2019,8500,8700,8600
2173,West Bengal,Murshidabad,Beldanga,Jute,TD-5,04/03/2019,4250,4320,4300
2174,West Bengal,Murshidabad,Beldanga,Potato,Jyoti,04/03/2019,390,410,400
2175,West Bengal,Murshidabad,Beldanga,Rice,Other,04/03/2019,2650,2800,2700
2176,West Bengal,Murshidabad,Jangipur,Jute,TD-5,04/03/2019,3750,3850,3800
2177,West Bengal,Murshidabad,Jangipur,Onion,Red,04/03/2019,850,880,860
2178,West Bengal,Murshidabad,Jangipur,Paddy(Dhan)(Common),Common,04/03/2019,1760,1795,1780
2179,West Bengal,Murshidabad,Jangipur,Potato,Jyoti,04/03/2019,500,560,530
2180,West Bengal,Murshidabad,Jangipur,Rice,Fine,04/03/2019,2890,2935,2900
2181,West Bengal,Murshidabad,Jangipur,Turmeric,Finger,04/03/2019,7250,7400,7325
2182,West Bengal,Murshidabad,Jangipur,Wheat,Sonalika,04/03/2019,1975,2015,2000
2183,West Bengal,Nadia,Nadia,Brinjal,Round/Long,04/03/2019,1400,1600,1500
2184,West Bengal,Nadia,Nadia,Green Chilli,Other,04/03/2019,4900,5100,5000
2185,West Bengal,Nadia,Nadia,Jute,TD-5,04/03/2019,4250,4350,4300
2186,West Bengal,Nadia,Nadia,Mustard,Yellow (Black),04/03/2019,4000,4150,4100
2187,West Bengal,Nadia,Nadia,Onion,Other,04/03/2019,1100,1300,1200
2188,West Bengal,Nadia,Nadia,Paddy(Dhan)(Common),Fine,04/03/2019,1750,1780,1770
2189,West Bengal,Nadia,Nadia,Potato,Other,04/03/2019,570,590,580
2190,West Bengal,Nadia,Nadia,Rice,Fine,04/03/2019,3700,3900,3800
2191,West Bengal,Nadia,Nadia,Sweet Pumpkin,Sweet Pumpkin,04/03/2019,1300,1500,1400
2192,West Bengal,North 24 Parganas,Habra,Bitter gourd,Other,04/03/2019,6400,6700,6500
2193,West Bengal,North 24 Parganas,Habra,Brinjal,Other,04/03/2019,1400,1800,1600
2194,West Bengal,North 24 Parganas,Habra,Green Chilli,Other,04/03/2019,5400,5900,5600
2195,West Bengal,North 24 Parganas,Habra,Onion,Other,04/03/2019,1000,1100,1000
2196,West Bengal,North 24 Parganas,Habra,Papaya (Raw),Other,04/03/2019,700,900,800
2197,West Bengal,North 24 Parganas,Habra,Potato,Other,04/03/2019,550,580,560
2198,West Bengal,North 24 Parganas,Habra,Pumpkin,Other,04/03/2019,1300,1700,1500
2199,West Bengal,North 24 Parganas,Habra,Tomato,Other,04/03/2019,1300,1600,1400
2200,West Bengal,Puruliya,Balarampur,Bhindi(Ladies Finger),Other,04/03/2019,3200,3400,3300
2201,West Bengal,Puruliya,Balarampur,Brinjal,Other,04/03/2019,1200,1400,1300
2202,West Bengal,Puruliya,Balarampur,Lentil (Masur)(Whole),Other,04/03/2019,5440,5480,5450
2203,West Bengal,Puruliya,Balarampur,Mustard Oil,Other,04/03/2019,9900,9980,9940
2204,West Bengal,Puruliya,Balarampur,Onion,Other,04/03/2019,900,1100,1000
2205,West Bengal,Puruliya,Balarampur,Potato,Other,04/03/2019,360,400,380
2206,West Bengal,Puruliya,Balarampur,Rice,Other,04/03/2019,2620,2660,2640
2207,West Bengal,Puruliya,Balarampur,Ridgeguard(Tori),Other,04/03/2019,3200,3400,3300
2208,West Bengal,Puruliya,Balarampur,Tomato,Other,04/03/2019,250,350,300
2209,West Bengal,Puruliya,Purulia,Arhar Dal(Tur Dal),Arhar Dal(Tur),04/03/2019,5900,6000,6000
2210,West Bengal,Puruliya,Purulia,Brinjal,Other,04/03/2019,1000,1400,1200
2211,West Bengal,Puruliya,Purulia,Gur(Jaggery),Other,04/03/2019,2550,2625,2600
2212,West Bengal,Puruliya,Purulia,Masur Dal,Masur Dal,04/03/2019,6200,6400,6300
2213,West Bengal,Puruliya,Purulia,Moath Dal,Moath Dal,04/03/2019,7300,7400,7400
2214,West Bengal,Puruliya,Purulia,Mustard Oil,Mustard Oil,04/03/2019,10400,10530,10530
2215,West Bengal,Puruliya,Purulia,Onion,Other,04/03/2019,900,1100,1000
2216,West Bengal,Puruliya,Purulia,Potato,Jyoti,04/03/2019,400,430,420
2217,West Bengal,Puruliya,Purulia,Pumpkin,Other,04/03/2019,750,1100,900
2218,West Bengal,Puruliya,Purulia,Rice,Other,04/03/2019,2580,2620,2600
2219,West Bengal,Puruliya,Purulia,Tomato,Other,04/03/2019,800,1000,900
2220,West Bengal,Sounth 24 Parganas,Baruipur(Canning),Bitter gourd,Bitter Gourd,04/03/2019,3800,4100,4000
2221,West Bengal,Sounth 24 Parganas,Baruipur(Canning),Brinjal,Brinjal,04/03/2019,2200,2300,2250
2222,West Bengal,Sounth 24 Parganas,Baruipur(Canning),Cucumbar(Kheera),Cucumbar,04/03/2019,5200,5500,5400
2223,West Bengal,Sounth 24 Parganas,Baruipur(Canning),Green Chilli,Green Chilly,04/03/2019,7400,7800,7600
2224,West Bengal,Sounth 24 Parganas,Baruipur(Canning),Guava,Other,04/03/2019,4600,4900,4800
2225,West Bengal,Sounth 24 Parganas,Baruipur(Canning),Onion,Beelary-Red,04/03/2019,1200,1350,1300
2226,West Bengal,Sounth 24 Parganas,Baruipur(Canning),Papaya (Raw),Other,04/03/2019,1300,1450,1400
2227,West Bengal,Sounth 24 Parganas,Baruipur(Canning),Potato,Jyoti,04/03/2019,680,710,700
2228,West Bengal,Sounth 24 Parganas,Baruipur(Canning),Rice,Common,04/03/2019,2700,2900,2800
2229,West Bengal,Sounth 24 Parganas,Baruipur(Canning),Rice,Super Fine,04/03/2019,4300,4500,4400
2230,West Bengal,Sounth 24 Parganas,Baruipur(Canning),Sweet Pumpkin,Sweet Pumpkin,04/03/2019,1400,1550,1500
2231,West Bengal,Sounth 24 Parganas,Baruipur(Canning),Tomato,Tomato,04/03/2019,1200,1350,1300
2232,West Bengal,Uttar Dinajpur,Islampur,Jute,TD-5,04/03/2019,4500,4700,4600
2233,West Bengal,Uttar Dinajpur,Islampur,Potato,Jyoti,04/03/2019,530,570,550
2234,West Bengal,Uttar Dinajpur,Islampur,Rice,Other,04/03/2019,3550,3650,3600
2235,West Bengal,Uttar Dinajpur,Raiganj,Jute,TD-5,04/03/2019,4400,4600,4500
2236,West Bengal,Uttar Dinajpur,Raiganj,Rice,Other,04/03/2019,3450,3550,3500
2237,West Bengal,Uttar Dinajpur,Raiganj,Wheat,Kalyan,04/03/2019,2075,2125,2100
